district,N,P,K,OC,pH,EC,S,Fe,Zn,Cu,B,Mn,temperature,humidity,crop,Soil_Type,Yield_tons_per_hectare
Ranipet,7,0,0,0,6.55,0,62,17,22,25,18,14,25,78,Sugarcane,Red Soil,20.99
Ranipet,7,0,2,2,6.94,3,46,16,11,27,22,15,29,63,Millet,Black Soil,0.71
Ranipet,2,0,0,0,7.72,0,61,15,13,13,18,24,33,51,Mango,Alluvial Soil,3.47
Ranipet,0,0,8,4,6.7,9,53,16,16,21,15,9,29,78,Guava,Laterite Soil,3.86
Ranipet,0,6,7,10,8.39,0,62,7,19,16,10,14,28,60,Mango,Peaty Soil,3.61
Ranipet,10,0,4,0,7.19,6,54,20,25,20,10,8,33,68,Groundnut,Loamy,0.55
Ranipet,2,0,4,6,6.51,0,53,19,13,20,15,9,35,48,Maize,Clay,1.2
Ranipet,0,0,0,0,8.33,3,60,11,21,21,8,13,32,49,Sugarcane,Sandy,21.42
Ranipet,8,5,10,3,8.16,0,60,16,23,20,27,16,30,48,Mango,Red Soil,2.86
Ranipet,0,0,0,7,8.32,7,54,18,8,18,13,12,33,78,Groundnut,Black Soil,0.5
Ranipet,0,0,5,4,7.4,7,44,23,8,22,12,8,29,55,Maize,Alluvial Soil,1.38
Ranipet,0,10,8,10,8.19,6,54,25,11,14,25,25,24,46,Mango,Laterite Soil,2.87
Ranipet,0,0,0,10,6.59,6,44,26,25,19,20,8,31,59,Rice,Peaty Soil,1.96
Ranipet,0,0,10,10,6.61,0,44,13,20,24,10,27,35,59,Guava,Loamy,3.98
Ranipet,0,3,0,6,7.39,5,50,9,19,7,23,21,35,78,Coconut,Clay,1.63
Ranipet,8,0,2,0,7.16,0,62,19,7,22,24,24,29,63,Coconut,Sandy,2.23
Ranipet,10,0,0,3,8.26,3,51,27,11,19,27,14,34,45,Groundnut,Red Soil,0.5
Ranipet,0,10,0,0,6.98,3,44,15,19,8,19,7,25,77,Sugarcane,Black Soil,23.5
Ranipet,4,0,5,0,8.27,3,58,13,11,23,13,9,26,65,Maize,Alluvial Soil,1.22
Ranipet,7,0,0,0,8.29,0,57,24,23,22,9,7,24,60,Millet,Laterite Soil,0.57
Ranipet,0,2,0,3,6.57,1,59,10,27,25,17,12,31,66,Maize,Peaty Soil,1.34
Ranipet,7,4,10,7,8.4,0,48,21,8,15,17,19,25,51,Sugarcane,Loamy,22.6
Ranipet,6,4,9,0,6.63,0,52,18,21,19,8,7,25,53,Maize,Clay,1.09
Ranipet,3,0,0,0,6.62,1,57,16,25,14,11,14,28,65,Mango,Sandy,3.4
Ranipet,6,7,0,5,8.2,0,46,27,12,20,19,27,25,67,Rice,Red Soil,1.73
Ranipet,2,10,0,0,7.25,8,54,24,27,10,8,23,34,49,Groundnut,Black Soil,0.5
Ranipet,0,1,7,0,7.79,0,58,14,17,8,10,21,27,48,Groundnut,Alluvial Soil,0.5
Ranipet,0,1,0,2,7.78,3,50,9,18,16,16,16,27,62,Coconut,Laterite Soil,2.13
Ranipet,8,2,0,0,7.51,9,46,16,18,14,18,21,27,73,Sugarcane,Peaty Soil,25.45
Ranipet,6,7,5,0,6.62,8,54,27,17,9,21,11,35,56,Groundnut,Loamy,0.5
Ranipet,5,0,0,0,7.97,0,56,13,8,9,23,13,28,48,Millet,Clay,0.53
Ranipet,8,4,7,10,7.07,0,52,7,25,7,7,13,26,76,Guava,Sandy,3.62
Ranipet,2,0,1,7,6.67,0,58,9,27,26,24,16,24,52,Maize,Red Soil,1.29
Ranipet,3,0,10,0,6.52,9,48,12,9,24,25,12,27,46,Mango,Black Soil,3.07
Ranipet,0,0,0,1,8.38,0,52,24,15,8,21,24,24,69,Guava,Alluvial Soil,3.2
Ranipet,10,0,1,0,7.89,3,61,13,25,10,15,20,32,75,Guava,Laterite Soil,3.76
Ranipet,10,0,9,0,8.46,0,49,19,14,7,19,27,28,51,Sugarcane,Peaty Soil,21.87
Salem,93,100,90,93,7.34,95,61,100,100,100,100,100,28,53,Guava,Loamy,12.19
Salem,100,100,100,98,8.48,90,53,100,100,100,100,100,28,54,Coconut,Clay,5.53
Salem,96,100,98,100,6.83,94,45,100,100,100,100,100,28,54,Rice,Sandy,5.98
Salem,92,99,95,100,6.82,100,58,100,100,100,100,100,32,78,Mango,Red Soil,9.92
Salem,92,100,99,96,7.02,100,51,100,100,100,100,100,32,62,Sugarcane,Black Soil,77.51
Salem,100,100,94,92,7.16,100,46,100,100,100,100,100,29,51,Maize,Alluvial Soil,3.77
Salem,100,100,99,100,7.68,100,50,100,100,100,100,100,29,54,Groundnut,Laterite Soil,1.58
Salem,95,91,97,92,8.4,100,45,100,100,100,100,100,32,78,Maize,Peaty Soil,3.24
Salem,100,95,100,100,8.26,92,56,100,100,100,100,100,24,66,Sugarcane,Loamy,70.01
Salem,99,93,100,100,8.06,99,54,100,100,100,100,100,27,59,Millet,Clay,1.84
Salem,97,92,100,99,8.02,93,61,100,100,100,100,100,25,61,Guava,Sandy,12.8
Salem,100,100,91,96,6.86,98,60,100,100,100,100,100,30,47,Millet,Red Soil,2.03
Salem,100,100,100,94,6.7,100,56,100,100,100,100,100,30,53,Guava,Black Soil,14.8
Salem,95,99,94,100,7.27,99,47,100,100,100,100,100,25,47,Rice,Alluvial Soil,5.06
Salem,100,100,100,91,6.78,94,48,100,100,100,100,100,29,62,Coconut,Laterite Soil,7.33
Salem,100,100,100,100,8.22,95,49,100,100,100,100,100,31,68,Groundnut,Peaty Soil,1.36
Salem,100,100,100,99,7.78,92,54,100,100,100,100,100,31,57,Sugarcane,Loamy,73.24
Salem,100,91,90,100,8.27,90,50,100,100,100,100,100,30,52,Mango,Clay,9.72
Salem,99,100,94,93,7.11,91,63,100,100,100,100,100,27,77,Groundnut,Sandy,1.27
Salem,100,100,94,100,7.03,94,45,100,100,100,100,100,34,78,Rice,Red Soil,5.41
Salem,100,98,90,93,7.69,100,56,100,100,100,100,100,25,72,Millet,Black Soil,1.68
Salem,100,95,100,100,6.56,94,63,100,100,100,100,100,29,66,Maize,Alluvial Soil,3.82
Salem,100,99,100,100,7.29,95,57,100,100,100,100,100,26,56,Coconut,Laterite Soil,6.48
Salem,100,99,98,100,8.2,92,62,100,100,100,100,100,34,65,Rice,Peaty Soil,5.62
Salem,100,99,100,100,6.81,90,57,100,100,100,100,100,31,63,Guava,Loamy,15.09
Salem,100,99,95,100,6.58,96,64,100,100,100,100,100,31,56,Maize,Clay,4.03
Salem,100,100,97,100,8.25,92,50,100,100,100,100,100,25,78,Sugarcane,Sandy,52.89
Salem,98,93,100,100,7.64,94,49,100,100,100,100,100,26,67,Rice,Red Soil,4.88
Salem,90,100,94,91,7.35,92,59,100,100,100,100,100,34,74,Mango,Black Soil,8.79
Salem,98,100,100,100,8.18,91,60,100,100,100,100,100,33,60,Sugarcane,Alluvial Soil,72.34
Salem,100,97,99,97,7.36,98,49,100,100,100,100,100,24,56,Rice,Laterite Soil,5.98
Salem,100,100,97,95,7.14,100,54,100,100,100,100,100,24,65,Maize,Peaty Soil,3.96
Salem,100,94,100,93,6.96,98,63,100,100,100,100,100,25,52,Coconut,Loamy,5.99
Salem,100,94,100,94,6.69,97,61,100,100,100,100,100,31,70,Sugarcane,Clay,71.64
Salem,92,92,91,99,7.96,100,61,100,100,100,100,100,33,50,Mango,Sandy,8.75
Salem,97,96,99,100,6.84,100,48,100,100,100,100,100,30,59,Sugarcane,Red Soil,81.32
Salem,95,95,100,100,7.43,94,60,100,100,100,100,100,35,78,Guava,Black Soil,11.28
Salem,97,90,93,98,7.95,100,54,100,100,100,100,100,34,50,Rice,Alluvial Soil,4.74
Salem,92,94,100,90,7.05,100,62,100,100,100,100,100,34,73,Coconut,Laterite Soil,6.32
Salem,99,94,100,100,8.14,100,48,100,100,100,100,100,26,54,Millet,Peaty Soil,1.79
Salem,100,100,100,100,7.64,100,60,100,100,100,100,100,29,60,Groundnut,Loamy,1.7
Salem,91,100,100,100,7.56,92,48,100,100,100,100,100,30,66,Millet,Clay,1.98
Salem,96,100,100,100,7.26,100,49,100,100,100,100,100,30,55,Sugarcane,Sandy,82.08
Salem,100,100,98,93,6.87,99,63,100,100,100,100,100,35,56,Maize,Red Soil,3.79
Salem,92,99,90,100,8.43,100,51,100,100,100,100,100,35,59,Guava,Black Soil,12.53
Salem,100,100,99,100,7.59,91,45,100,100,100,100,100,28,53,Mango,Alluvial Soil,9.08
Salem,93,96,91,96,8.5,100,51,100,100,100,100,100,29,56,Rice,Laterite Soil,5.05
Salem,95,92,100,100,8.25,98,61,100,100,100,100,100,27,73,Mango,Peaty Soil,8.63
Salem,100,94,100,91,7.35,94,49,100,100,100,100,100,34,76,Guava,Loamy,10.38
Salem,100,96,94,99,6.87,100,50,100,100,100,100,100,28,60,Maize,Clay,4.69
Salem,97,91,100,100,7.55,100,57,100,100,100,100,100,28,68,Rice,Sandy,5.09
Salem,100,95,98,100,6.93,98,64,100,100,100,100,100,25,80,Guava,Red Soil,11.79
Salem,100,95,100,100,8.42,91,59,100,100,100,100,100,25,65,Rice,Black Soil,5.39
Salem,100,99,100,90,6.92,100,52,100,100,100,100,100,33,66,Guava,Alluvial Soil,13.95
Salem,96,100,100,97,8.29,100,55,100,100,100,100,100,25,78,Rice,Laterite Soil,4.13
Salem,93,100,96,100,6.6,100,46,100,100,100,100,100,28,77,Maize,Peaty Soil,3.14
Salem,95,100,100,100,6.87,95,59,100,100,100,100,100,25,70,Sugarcane,Loamy,74.77
Salem,100,99,100,95,6.5,100,49,100,100,100,100,100,33,46,Rice,Clay,5.48
Salem,92,100,100,93,7.21,100,45,100,100,100,100,100,34,63,Maize,Sandy,4.09
Salem,100,91,100,100,8.1,99,50,100,100,100,100,100,25,61,Coconut,Red Soil,5.97
Salem,100,100,100,97,6.86,100,46,100,100,100,100,100,29,48,Maize,Black Soil,3.72
Salem,100,100,96,100,7.85,97,49,100,100,100,100,100,28,63,Sugarcane,Alluvial Soil,73.9
Salem,100,95,100,91,8.04,95,64,100,100,100,100,100,31,69,Groundnut,Laterite Soil,1.39
Salem,100,97,100,91,6.79,99,54,100,100,100,100,100,34,57,Coconut,Peaty Soil,6.21
Svaganga,0,10,2,3,8.11,7,100,93,98,97,100,94,28,51,Sugarcane,Loamy,24.36
Svaganga,9,4,5,0,6.71,8,100,100,91,95,100,88,28,76,Maize,Clay,1.08
Svaganga,6,0,10,0,7.23,4,100,96,87,100,100,93,34,52,Sugarcane,Sandy,26.98
Svaganga,0,4,0,9,7.05,0,98,100,86,100,96,98,32,77,Rice,Red Soil,1.96
Svaganga,6,9,0,9,6.62,5,100,99,93,86,97,98,31,58,Mango,Black Soil,3.84
Svaganga,3,5,0,0,7.34,0,98,92,96,94,95,85,30,49,Maize,Alluvial Soil,1.18
Svaganga,10,0,8,8,7.28,0,90,92,100,97,100,92,25,45,Guava,Laterite Soil,3.73
Svaganga,4,6,0,0,7.74,0,100,96,86,85,100,96,31,51,Coconut,Peaty Soil,2.17
Svaganga,4,0,1,0,6.59,0,100,86,100,92,100,92,29,49,Groundnut,Loamy,0.54
Svaganga,8,0,1,5,7.39,9,93,93,90,97,91,100,26,46,Rice,Clay,1.79
Svaganga,0,0,9,0,7.29,7,100,88,85,87,95,92,27,76,Groundnut,Sandy,0.5
Svaganga,0,0,5,5,8.39,0,99,88,93,86,98,94,31,50,Maize,Red Soil,1.25
Svaganga,10,0,0,0,8.43,3,97,90,89,94,86,100,28,77,Coconut,Black Soil,1.68
Svaganga,7,9,0,0,7.43,0,100,86,89,90,100,92,28,74,Millet,Alluvial Soil,0.54
Svaganga,3,0,0,6,6.76,0,91,100,95,98,90,95,29,46,Maize,Laterite Soil,1.33
Svaganga,0,10,0,7,7.63,8,100,100,97,91,100,99,26,80,Coconut,Peaty Soil,1.88
Svaganga,0,0,7,3,6.63,0,98,98,100,95,92,100,28,55,Sugarcane,Loamy,25.37
Svaganga,0,1,0,0,8.33,3,100,90,96,99,99,90,34,78,Rice,Clay,1.52
Svaganga,8,3,4,0,7.08,8,100,94,98,100,89,100,35,50,Sugarcane,Sandy,26.29
Svaganga,0,10,4,0,7.98,0,95,88,100,88,89,100,25,73,Sugarcane,Red Soil,19.51
Svaganga,0,0,4,0,7.57,0,100,99,100,99,100,97,33,64,Sugarcane,Black Soil,26.21
Svaganga,0,0,0,0,6.94,0,98,93,92,99,91,100,25,60,Maize,Alluvial Soil,1.33
Svaganga,1,0,9,7,7.5,0,90,90,87,88,100,94,28,73,Millet,Laterite Soil,0.55
Svaganga,0,9,3,0,7.25,7,100,89,86,97,100,89,32,71,Coconut,Peaty Soil,2.25
Svaganga,0,2,9,0,8.31,0,100,100,95,90,87,88,29,68,Groundnut,Loamy,0.5
Svaganga,0,0,0,0,6.76,0,100,93,85,93,100,89,28,76,Sugarcane,Clay,22.51
Svaganga,0,4,4,0,7.92,5,95,86,100,95,100,88,26,58,Mango,Sandy,3.23
Svaganga,0,6,8,0,6.8,2,91,94,97,91,92,100,28,57,Mango,Red Soil,3.53
Svaganga,0,3,5,3,8.09,0,100,85,92,92,95,97,35,57,Sugarcane,Black Soil,23.82
Svaganga,0,0,0,2,6.71,0,98,90,91,94,100,100,29,65,Millet,Alluvial Soil,0.69
Svaganga,0,10,0,0,8.09,8,100,98,100,99,100,94,26,67,Guava,Laterite Soil,3.94
Svaganga,0,0,0,1,7.96,0,90,88,93,92,98,92,25,71,Maize,Peaty Soil,1.14
Svaganga,0,0,0,2,7.54,1,91,93,89,99,94,100,30,67,Coconut,Loamy,2.38
Svaganga,7,9,0,1,7.27,6,100,100,87,89,93,100,26,48,Groundnut,Clay,0.5
Svaganga,8,0,0,2,6.59,10,94,100,87,94,88,99,33,65,Millet,Sandy,0.66
Svaganga,2,0,0,3,6.52,0,91,89,97,85,100,100,34,59,Guava,Red Soil,4.25
Svaganga,0,1,2,0,7.54,10,94,96,90,93,88,85,25,66,Coconut,Black Soil,2.14
Svaganga,8,0,0,0,7.88,0,91,85,85,86,100,100,28,49,Coconut,Alluvial Soil,2.05
Svaganga,10,7,7,0,7.49,0,100,87,90,93,92,87,30,80,Guava,Laterite Soil,3.52
Svaganga,5,0,0,0,6.89,0,100,93,94,94,91,100,33,56,Sugarcane,Peaty Soil,25.88
Svaganga,5,9,0,0,7.43,7,100,100,86,88,100,100,32,65,Groundnut,Loamy,0.5
Svaganga,0,4,8,0,6.75,0,93,97,100,88,94,100,24,57,Rice,Clay,1.83
Svaganga,0,1,1,0,7.58,7,92,100,100,90,99,94,24,80,Mango,Sandy,2.74
Svaganga,9,4,0,0,7.64,7,100,89,100,97,87,100,33,47,Rice,Red Soil,1.61
Svaganga,0,1,7,7,7.7,0,91,97,88,95,100,93,29,61,Sugarcane,Black Soil,28.58
Svaganga,0,8,0,7,7.24,0,100,90,100,100,86,89,35,77,Sugarcane,Alluvial Soil,21.05
Svaganga,0,10,4,1,6.71,0,91,86,100,94,100,100,33,66,Millet,Laterite Soil,0.66
Svaganga,3,0,6,0,7.89,2,100,91,86,98,86,90,24,55,Groundnut,Peaty Soil,0.5
Svaganga,7,4,1,0,7.38,4,92,100,97,90,95,93,26,62,Rice,Loamy,2.09
Svaganga,0,0,0,0,7.86,0,100,100,87,99,95,96,26,77,Groundnut,Clay,0.5
Svaganga,4,6,9,0,7.67,0,92,95,94,93,86,100,30,69,Maize,Sandy,1.39
Svaganga,3,0,0,10,7.96,0,100,94,90,100,90,96,25,58,Maize,Red Soil,1.3
Svaganga,0,1,7,0,7.78,0,97,100,100,90,91,86,24,64,Rice,Black Soil,1.83
Svaganga,4,0,9,6,7.51,0,93,90,89,96,93,87,35,74,Sugarcane,Alluvial Soil,22.81
Svaganga,9,4,10,0,6.61,7,99,100,100,100,90,92,26,74,Maize,Laterite Soil,1.12
Svaganga,10,0,5,0,7.03,8,100,93,100,95,99,100,31,55,Maize,Peaty Soil,1.45
Svaganga,0,5,9,7,7.83,0,91,96,95,90,96,100,31,73,Groundnut,Loamy,0.5
Svaganga,0,0,0,5,6.88,0,93,88,85,87,94,88,25,46,Guava,Clay,3.74
Svaganga,3,4,9,4,6.52,6,96,100,87,100,100,89,28,70,Sugarcane,Sandy,25.31
Svaganga,0,2,0,0,6.54,8,93,98,100,98,87,100,32,71,Groundnut,Red Soil,0.5
Svaganga,6,0,0,0,7.93,0,98,100,91,98,94,100,31,72,Maize,Black Soil,1.22
Svaganga,0,10,0,0,8.36,0,99,100,100,100,99,100,28,55,Millet,Alluvial Soil,0.54
Svaganga,0,5,0,1,7.06,9,100,85,90,96,94,95,25,54,Maize,Laterite Soil,1.29
Svaganga,6,7,0,0,8.06,0,99,88,94,96,98,92,34,78,Coconut,Peaty Soil,1.7
Tenkasi,1,10,3,0,6.82,7,59,54,64,60,65,50,27,66,Guava,Loamy,4.38
Tenkasi,0,0,4,0,7.55,7,60,59,59,58,62,51,34,46,Millet,Clay,0.57
Tenkasi,14,10,0,0,7.57,0,51,51,58,56,45,64,31,52,Millet,Sandy,0.59
Tenkasi,7,0,0,0,8.02,0,52,54,61,64,51,53,28,56,Sugarcane,Red Soil,24.63
Tenkasi,0,0,14,0,7.08,6,51,53,48,54,45,57,29,61,Guava,Black Soil,5.14
Tenkasi,0,4,0,1,7.95,0,59,51,49,52,57,63,24,77,Rice,Alluvial Soil,1.59
Tenkasi,0,13,11,7,6.65,7,47,45,47,58,54,49,24,47,Sugarcane,Laterite Soil,21.67
Tenkasi,9,8,8,8,7.78,9,52,47,62,50,45,63,25,71,Coconut,Peaty Soil,2.01
Tenkasi,8,6,0,11,6.91,14,53,62,50,61,45,51,33,62,Guava,Loamy,4.93
Tenkasi,7,0,8,14,7.52,0,46,52,48,51,47,46,30,51,Sugarcane,Clay,28.15
Tenkasi,15,14,0,15,8.22,4,59,60,50,62,56,57,27,64,Mango,Sandy,3.18
Tenkasi,7,10,0,9,7.48,8,52,51,57,54,65,45,29,77,Sugarcane,Red Soil,22.46
Tenkasi,2,3,7,2,7.81,10,47,51,52,59,65,50,26,66,Maize,Black Soil,1.28
Tenkasi,8,6,13,0,7.71,14,62,63,53,55,63,50,29,65,Guava,Alluvial Soil,4.46
Tenkasi,0,1,9,12,6.74,4,50,50,57,61,60,52,26,67,Mango,Laterite Soil,3.18
Tenkasi,0,10,8,0,7.4,0,52,65,48,64,50,50,27,46,Coconut,Peaty Soil,1.82
Tenkasi,0,10,6,0,6.93,8,58,64,65,45,50,53,24,49,Millet,Loamy,0.61
Tenkasi,8,15,5,1,6.96,3,44,64,57,61,54,46,30,45,Mango,Clay,3.48
Tenkasi,12,0,0,0,6.93,0,44,65,65,51,48,63,31,79,Millet,Sandy,0.61
Tenkasi,14,10,8,4,6.85,0,51,46,58,59,47,52,27,66,Groundnut,Red Soil,0.54
Tenkasi,14,13,1,0,7.52,0,62,46,45,54,53,55,26,62,Maize,Black Soil,1.28
Tenkasi,0,7,10,6,7.88,3,51,60,63,59,49,58,25,64,Guava,Alluvial Soil,3.8
Tenkasi,3,0,0,6,8.1,1,56,51,45,56,59,65,29,57,Mango,Laterite Soil,3.46
Tenkasi,9,12,6,14,6.9,9,54,55,63,57,56,58,35,72,Coconut,Peaty Soil,1.83
Tenkasi,7,11,4,0,7.86,3,47,60,54,65,48,46,26,64,Groundnut,Loamy,0.5
Tenkasi,4,5,3,11,7.04,0,59,47,57,61,56,63,34,48,Maize,Clay,1.33
Tenkasi,8,10,1,6,7.18,0,42,53,58,60,56,50,31,54,Coconut,Sandy,2.15
Tenkasi,12,14,3,0,8.14,0,59,52,48,55,46,46,28,54,Rice,Red Soil,1.82
Tenkasi,14,0,15,0,7.53,0,58,49,48,64,64,62,29,49,Rice,Black Soil,1.84
Tenkasi,0,12,6,0,7.03,9,58,62,52,53,52,55,33,80,Coconut,Alluvial Soil,1.84
Tenkasi,0,2,0,10,7.85,0,50,48,64,55,58,54,26,51,Sugarcane,Laterite Soil,21.26
Tenkasi,9,9,10,0,8.16,14,44,57,52,63,48,59,34,60,Rice,Peaty Soil,1.75
Tenkasi,0,14,0,0,6.52,3,62,56,47,55,60,56,30,68,Millet,Loamy,0.6
Tenkasi,14,15,8,6,8.32,15,42,65,45,63,53,60,28,74,Groundnut,Clay,0.5
Tenkasi,3,8,0,14,8.01,13,45,54,45,54,55,59,32,46,Coconut,Sandy,1.91
Tenkasi,0,10,0,0,7.09,2,61,65,59,60,53,53,24,49,Guava,Red Soil,3.54
Tenkasi,14,15,0,8,7.74,5,52,47,57,49,56,49,28,80,Guava,Black Soil,3.51
Tenkasi,5,0,13,8,7.51,3,54,48,48,54,46,64,32,66,Maize,Alluvial Soil,1.35
Tenkasi,2,0,10,0,7.76,8,50,64,54,48,52,58,33,66,Guava,Laterite Soil,4.48
Tenkasi,0,7,7,11,8.38,0,52,63,55,56,52,65,33,51,Coconut,Peaty Soil,2.02
Tenkasi,1,1,0,0,7.97,1,59,63,52,56,58,55,24,66,Coconut,Loamy,1.95
Tenkasi,2,5,7,0,6.94,6,58,46,62,58,64,64,26,71,Guava,Clay,4.04
Tenkasi,5,15,0,8,8.02,0,51,58,47,62,46,53,31,53,Mango,Sandy,3.23
Tenkasi,0,0,15,0,6.52,13,51,56,59,64,56,64,24,80,Coconut,Red Soil,1.82
Tenkasi,14,6,0,10,8.05,6,42,51,54,49,47,57,31,47,Millet,Black Soil,0.54
Tenkasi,9,8,0,11,7.23,15,61,49,55,56,57,64,28,48,Mango,Alluvial Soil,3.42
Tenkasi,3,9,3,0,6.8,0,51,61,50,45,59,60,31,65,Sugarcane,Laterite Soil,28.96
Tenkasi,1,0,14,8,6.73,0,53,51,54,52,59,51,26,52,Mango,Peaty Soil,3.08
Tenkasi,14,13,0,13,7.14,0,60,62,64,65,60,65,24,56,Mango,Loamy,3.55
Tenkasi,6,10,0,14,7.34,11,52,57,53,46,60,45,35,65,Coconut,Clay,1.93
Tenkasi,0,8,2,0,8.28,13,53,58,50,64,46,60,34,62,Millet,Sandy,0.55
Tenkasi,6,11,7,4,7.42,0,46,60,53,51,54,52,24,63,Millet,Red Soil,0.63
Tenkasi,11,5,3,14,8.1,1,53,65,59,64,64,61,28,59,Groundnut,Black Soil,0.53
Tenkasi,0,7,0,3,8.04,15,45,47,65,56,58,57,32,66,Guava,Alluvial Soil,3.97
Tenkasi,2,9,12,0,7.81,15,54,53,46,60,65,54,35,57,Rice,Laterite Soil,1.96
Tenkasi,1,0,8,0,8.26,10,54,48,53,55,52,65,33,64,Rice,Peaty Soil,1.68
Tenkasi,10,8,6,14,6.51,12,43,56,60,58,60,57,31,59,Mango,Loamy,3.93
Tenkasi,4,1,14,12,7.93,0,43,55,57,65,55,65,26,47,Coconut,Clay,1.65
Tenkasi,8,1,9,13,8.35,10,48,48,64,54,61,47,31,79,Rice,Sandy,1.64
Tenkasi,10,3,12,3,8.11,12,49,62,51,46,51,52,33,62,Sugarcane,Red Soil,24.66
Tenkasi,0,3,6,14,7.87,8,62,61,56,50,53,51,27,72,Maize,Black Soil,1.16
Tenkasi,10,7,14,3,8.14,0,48,54,52,54,61,58,25,50,Sugarcane,Alluvial Soil,23.63
Tenkasi,0,10,10,10,6.6,8,49,59,47,60,62,59,25,73,Sugarcane,Laterite Soil,23.57
Tenkasi,0,15,0,4,7.83,3,46,61,50,62,52,65,27,62,Maize,Peaty Soil,1.18
Thanjavur,25,24,20,21,7.12,27,13,31,34,35,25,22,35,80,Mango,Loamy,3.02
Thanjavur,28,20,27,37,7.02,27,11,33,23,28,24,25,32,62,Mango,Clay,3.41
Thanjavur,20,26,20,20,7.93,26,22,30,41,23,38,25,31,64,Sugarcane,Sandy,25.24
Thanjavur,22,20,40,38,7.09,29,22,26,21,34,36,37,24,54,Rice,Red Soil,1.99
Thanjavur,40,36,40,20,6.9,30,26,35,27,25,40,39,25,45,Coconut,Black Soil,2.72
Thanjavur,21,40,28,26,7.77,32,22,40,25,22,22,32,24,76,Maize,Alluvial Soil,1.26
Thanjavur,26,28,40,24,8.09,21,26,37,22,29,29,36,29,48,Maize,Laterite Soil,1.4
Thanjavur,24,22,33,24,8.34,36,23,30,28,37,35,28,33,56,Mango,Peaty Soil,3.45
Thanjavur,28,21,20,33,6.86,30,16,29,27,25,31,39,35,58,Maize,Loamy,1.35
Thanjavur,26,28,20,30,6.99,22,22,37,28,36,28,30,32,60,Maize,Clay,1.33
Thanjavur,28,32,34,31,7.81,22,28,32,41,29,34,36,28,61,Millet,Sandy,0.88
Thanjavur,20,22,29,40,7.38,35,15,31,40,38,26,36,30,52,Groundnut,Red Soil,0.57
Thanjavur,35,28,27,38,8.3,40,20,32,28,29,34,30,29,79,Coconut,Black Soil,2.26
Thanjavur,29,20,29,21,6.76,23,14,32,29,21,29,31,33,49,Coconut,Alluvial Soil,2.04
Thanjavur,33,35,26,29,7.23,34,11,38,22,32,27,22,28,52,Rice,Laterite Soil,2.66
Thanjavur,24,31,26,34,7.61,40,23,30,31,32,28,32,29,46,Rice,Peaty Soil,2.08
Thanjavur,40,36,20,36,6.52,24,18,39,23,39,30,37,28,60,Groundnut,Loamy,0.71
Thanjavur,31,20,34,39,6.86,35,22,32,31,41,22,25,32,71,Maize,Clay,1.49
Thanjavur,27,20,36,24,7.35,20,11,33,26,37,37,41,26,55,Groundnut,Sandy,0.57
Thanjavur,24,34,26,39,7.1,27,17,34,41,29,25,33,34,45,Millet,Red Soil,0.68
Thanjavur,27,32,26,32,7.99,37,21,40,26,21,26,32,29,57,Rice,Black Soil,2.04
Thanjavur,31,23,32,28,7.95,34,9,27,41,24,25,25,35,59,Millet,Alluvial Soil,0.63
Thanjavur,34,26,34,26,7.75,28,9,38,33,23,21,37,26,46,Guava,Laterite Soil,4.77
Thanjavur,36,35,20,23,7.19,33,22,21,23,34,39,29,30,73,Coconut,Peaty Soil,2.52
Thanjavur,35,28,34,24,6.83,38,17,33,35,39,21,30,28,76,Millet,Loamy,0.71
Thanjavur,38,37,31,36,6.61,39,27,36,35,37,22,31,35,64,Sugarcane,Clay,33.16
Thanjavur,23,23,27,34,7.86,30,24,33,36,25,31,33,24,70,Rice,Sandy,1.49
Thanjavur,28,24,34,21,7.79,33,8,24,28,26,29,27,27,48,Rice,Red Soil,1.85
Thanjavur,37,24,36,40,7.04,36,12,34,32,26,38,38,34,57,Rice,Black Soil,2.36
Thanjavur,23,21,22,30,6.69,33,18,24,37,41,28,37,34,51,Maize,Alluvial Soil,1.19
Thanjavur,21,27,24,23,7.08,33,15,39,28,40,27,38,25,60,Groundnut,Laterite Soil,0.57
Thanjavur,22,28,26,28,6.98,30,16,31,32,21,24,23,34,71,Mango,Peaty Soil,3.25
Thanjavur,38,33,31,37,7.98,37,21,25,34,38,28,38,26,76,Sugarcane,Loamy,28.35
Thanjavur,27,21,27,38,7.77,38,24,41,36,24,24,27,27,71,Groundnut,Clay,0.5
Thanjavur,36,24,30,35,6.87,35,12,34,25,32,36,26,32,48,Rice,Sandy,2.05
Thanjavur,37,31,35,35,8.05,32,26,24,25,27,39,22,29,60,Sugarcane,Red Soil,33.51
Thanjavur,31,38,20,36,6.85,40,20,26,37,37,24,36,27,76,Rice,Black Soil,2.26
Thanjavur,22,30,28,26,7.88,34,17,39,34,22,26,29,25,70,Groundnut,Alluvial Soil,0.5
Thanjavur,37,39,34,27,8.09,37,9,34,34,27,34,26,30,65,Sugarcane,Laterite Soil,37.8
Thanjavur,24,25,34,39,7.72,22,27,24,24,31,35,28,33,66,Rice,Peaty Soil,2.2
Thanjavur,20,24,25,37,8.24,20,18,34,22,24,25,34,27,74,Mango,Loamy,2.92
Thanjavur,29,21,29,28,8.2,35,24,41,37,33,28,36,26,54,Maize,Clay,1.18
Thanjavur,32,30,34,33,7.98,36,24,31,40,36,24,40,34,62,Millet,Sandy,0.71
